ParcelNumber,FullAddress,CurrentAssessedValue,OBJECTID
450016260,110 BIRDWOOD CT ,196900,15155578
480051000,1027 ST CHARLES AVE ,239840,15155815
47A085000,1227 AGNESE ST ,221250,15155238
43A004000,1325 KENWOOD LN ,314700,15155127
450011000,1011 BIRDWOOD RD ,314400,15155478
43B074000,2223 BANBURY ST ,205200,15154994
470052100,609 NORTH AVE ,236300,15155484
470039100,0 WATSON AVE ,2600,15155671
48A041240,904 LOCUST LN ,213824,15155760
440031300,104 WESTWOOD CIR ,236456,15155541
480073100,1002 ST CHARLES AVE ,197200,15155914
470045500,612 DAVIS AVE ,365000,15155644
470054100,621 NORTH AVE ,243600,15155512
440028101,1420 RUGBY AVE ,271800,15155397
440018170,1407 RUTLEDGE AVE ,342700,15155318
490004200,1037 MARTIN ST ,209800,15155874
47A078000,1213 AGNESE ST ,265600,15155272
490179000,1130 ST CLAIR AVE ,142800,15155823
440028401,1414-16 WESTWOOD RD ,1306800,15155199
440031150,130 WESTWOOD CIR ,277100,15155527
450016201,109 BIRDWOOD CT ,185200,15155563
48A022000,1031 SHERIDAN AVE ,219500,15155792
43B078000,2215 BANBURY ST ,247600,15155018
43B037000,1289 KENWOOD LN ,264835,15155078
440032000,1106 ROSE HILL DR ,864222,15155205
43A002700,1312 GROVE RD ,384284,15155159
47A087000,1231 AGNESE ST ,299550,15155235
480022000,1021 SHERIDAN AVE ,254300,15155816
470051500,612 NORTH AVE ,277850,15155520
43B052000,1308 LESTER DR ,405260,15155088
43B006000,1407 LEHIGH CIR ,256700,15155073
43B065000,2206 BANBURY ST ,247800,15155046
43B089000,2121 TARLETON DR ,241500,15154990
47A023000,1028 COTTONWOOD RD ,270305,15155340
48A041700,102 LOCUST LANE CT ,219000,15155730
43A002190,1401 MELBOURNE RD ,288400,15155171
440031180,136 WESTWOOD CIR ,257200,15155498
48A003000,1211 HOLMES AVE ,190425,15155701
440018230,1428 OXFORD RD ,309400,15155295
480031000,1014 SHERIDAN AVE ,204900,15155852
470056600,1007 ASHBY PL ,366800,15155452
470048400,921 MARSHALL ST ,489100,15155635
470045140,625 WATSON AVE ,291200,15155683
42B105000,2102 TARLETON DR ,273000,15155024
470048200,917 MARSHALL ST ,494600,15155641
470047101,635 DAVIS AVE ,323200,15155660
43B029000,1282 KENWOOD LN ,279500,15155072
48A041500,911 LOCUST LN ,296900,15155739
47A114000,1231 HOLMES AVE ,211670,15155234
47A007000,1016 GLENDALE RD ,251300,15155408
47A035000,609 BEECHWOOD DR ,279100,15155332
470046000,1100 PARK ST ,321900,15155597
490008000,1026 LOCUST AVE ,345200,15155890
47A011000,1019 GLENDALE RD ,260600,15155353
440028290,1448 WESTWOOD RD ,469000,15155462
480077150,922 MARSHALL ST ,529500,15155888
490009160,1039 ST CLAIR AVE ,195200,15155897
470054400,1009 COTTONWOOD RD ,248700,15155460
43B077000,2217 BANBURY ST ,233600,15155012
47A098000,1218 AGNESE ST ,216460,15155255
470055400,1008 COTTONWOOD RD ,247700,15155485
47A079000,1215 AGNESE ST ,213900,15155267
480002000,1009 HOLMES AVE ,217500,15155491
43B086000,2122 TARLETON DR ,219100,15154999
490009800,1025 MARTIN ST ,211800,15155915
490008100,1027 MARTIN ST ,185160,15155911
47A125000,1240 HOLMES AVE ,226675,15155210
47A116000,1235 HOLMES AVE ,184620,15155226
440001000,1464 OXFORD RD ,295924,15155175
48A041220,900 LOCUST LN ,229530,15155766
48A041190,905 LOCUST LN ,237900,15155746
450016230,103 BIRDWOOD CT ,206300,15155543
47A093000,1228 AGNESE ST ,211790,15155228
47A138000,610 BEECHWOOD DR ,230200,15155366
47A018000,1018 COTTONWOOD RD ,262800,15155394
43A024000,1320 KENWOOD LN ,533900,15155135
43C045000,2132 TARLETON DR ,255800,15154965
440026000,1101 SHERWOOD RD ,383332,15155364
440003000,1466 OXFORD RD ,336896,15155177
48A017000,1023 HOLMES AVE ,235940,15155774
48A015000,1027 HOLMES AVE ,250200,15155767
440028130,1412 RUGBY AVE ,332100,15155404
470056300,608 WILDER DR ,442500,15155410
490191000,1136 LOCUST AVE ,206100,15155778
47A144000,620 WILDER DR ,433500,15155369
440018700,1412 RUTLEDGE AVE ,313800,15155341
480023100,1025 SHERIDAN AVE ,238900,15155805
470045130,627 WATSON AVE ,293500,15155685
480025000,1026 SHERIDAN AVE ,231200,15155826
440018000,1441 RUGBY AVE ,283700,15155195
440031310,119 WESTWOOD CIR ,228572,15155522
480071000,1004 ST CHARLES AVE ,246575,15155906
43C044000,2134 TARLETON DR ,275332,15154954
43A002130,103 GROVER CT ,312000,15155164
43B079000,2213 BANBURY ST ,251400,15155025
47A128000,1234 HOLMES AVE ,215460,15155225
48A033000,1208 HOLMES AVE ,217200,15155704
440010000,1453 RUGBY AVE ,225608,15155190
48A020000,1024 HOLMES AVE ,277200,15155780
480047000,1019 ST CHARLES AVE ,254900,15155845
480002400,1017 HOLMES AVE ,256100,15155447
440031800,114 WESTWOOD CIR ,278200,15155580
43A010000,1313 KENWOOD LN ,289100,15155129
42B100000,2006 GREENBRIER DR ,297200,15154986
480055000,1030 ST CHARLES AVE ,262700,15155840
43C038000,2233 BANBURY ST ,240300,15154963
43B055000,1402 LESTER DR ,210900,15155070
480032000,1012 SHERIDAN AVE ,223000,15155856
47A019000,1020 COTTONWOOD RD ,288100,15155379
43C069000,2210 GREENBRIER DR ,387400,15154955
43B017000,1301 CARTER LN ,292200,15155113
42B093000,1918 GREENBRIER DR ,266300,15154951
470008000,1021 PARK ST ,909025,15155569
48A041200,917 LOCUST LN ,285500,15155733
440028160,1415 WESTWOOD RD ,273600,15155436
43B073000,2222 BANBURY ST ,290300,15155008
440018201,1416 OXFORD RD ,334200,15155300
440025000,1425 RUGBY AVE ,228300,15155365
450016140,121 BIRDWOOD CT ,184700,15155602
47A123000,1244 HOLMES AVE ,207800,15155211
48A041160,103 LOCUST LANE CT ,237300,15155731
490148000,1119 LOCUST AVE ,415654,15155787
470002300,609 WILDER DR ,309900,15155389
470054300,1007 COTTONWOOD RD ,278100,15155483
43A037000,1426 GROVE RD ,405400,15155161
450016280,126 BIRDWOOD CT ,185100,15155588
480046000,1017 ST CHARLES AVE ,325300,15155849
480054100,1035 LOCUST AVE ,802100,15155851
47A055000,630 ELIZABETH AVE ,205600,15155291
490178000,1132 ST CLAIR AVE ,195300,15155820
47A029000,1029 COTTONWOOD RD ,338850,15155338
440029100,1450 WESTWOOD RD ,259800,15155458
470045100,1010 PARK ST ,283500,15155632
490140000,1101 LOCUST AVE ,628200,15155835
440031200,102 WESTWOOD CIR ,235600,15155530
450019000,202 HILLCREST RD ,328500,15155617
440018140,1419 RUTLEDGE AVE ,320400,15155313
47A021000,1024 COTTONWOOD RD ,296055,15155360
440018600,1408 RUTLEDGE AVE ,317000,15155336
470056170,1010 ASHBY PL ,363600,15155461
47A036000,607 BEECHWOOD DR ,275200,15155329
480036000,801 CALHOUN ST ,284700,15155877
43C046000,2130 TARLETON DR ,241508,15154972
43A003000,1324 KENWOOD LN ,467800,15155132
470007000,1105 PARK ST ,802300,15155504
43A002140,105 GROVER CT ,307600,15155165
440018500,1429 RUGBY AVE ,232600,15155363
480042000,1009 ST CHARLES AVE ,219745,15155869
440018110,1428 RUTLEDGE AVE ,344940,15155331
490173000,1142 ST CLAIR AVE ,267300,15155798
42B104000,2100 TARLETON DR ,294600,15155011
43B011000,1313 CARTER LN ,296107,15155095
47A092000,1209 LILI LN ,202000,15155214
470011000,1023 PARK ST ,230500,15155599
47A067000,605 ELIZABETH AVE ,233925,15155270
430008000,1114 SHERWOOD RD ,302588,15155189
450016400,141 BIRDWOOD CT ,172700,15155595
470020000,801 PARK ST ,787600,15155677
43B050000,1304 LESTER DR ,303400,15155098
470020100,505 PARK HILL ,327700,15155657
440018130,1423 RUTLEDGE AVE ,319800,15155311
470052600,617 NORTH AVE ,266865,15155505
43B004000,1405 HOLLY RD ,303200,15155082
440028190,1425 WESTWOOD RD ,257164,15155429
480012000,1007 SHERIDAN AVE ,205100,15155854
440028220,1433 WESTWOOD RD ,316600,15155423
42B103000,2012 GREENBRIER DR ,308000,15155001
43C001300,106 GREENBRIER TER ,234400,15154920
48A041290,914 LOCUST LN ,217924,15155753
440018120,1427 RUTLEDGE AVE ,351400,15155309
47A137000,612 BEECHWOOD DR ,277000,15155367
42C001000,2400 KERRY LN ,304600,15154924
470039000,611 WATSON AVE ,326045,15155667
440018210,1420 OXFORD RD ,319400,15155299
440018101,1424 RUTLEDGE AVE ,370900,15155333
43C051000,2129 TARLETON DR ,331100,15154956
43C030000,2230 BANBURY ST ,279800,15154985
490150000,1129 LOCUST AVE ,264500,15155776
490149000,0 LOCUST AVE ,12700,15155781
43B023000,1294 KENWOOD LN ,254500,15155100
43B046000,1315 LESTER DR ,333900,15155056
440028301,1442 WESTWOOD RD ,225000,15155463
42B092000,1916 GREENBRIER DR ,261700,15154948
47A014000,1013 GLENDALE RD ,262600,15155406
480056100,1028 ST CHARLES AVE ,308200,15155846
480001100,1002 GLENDALE RD ,223500,15155523
47A016000,703 DELL LN ,304410,15155422
470047300,609 DAVIS AVE ,307025,15155620
470056100,612 WILDER DR ,396800,15155381
48A002000,1213 HOLMES AVE ,156800,15155699
47A090000,1205 LILI LN ,171400,15155218
43B020000,1300 KENWOOD LN ,289600,15155118
470043200,1000 PARK ST ,300500,15155654
43B101000,2202 GREENBRIER DR ,280505,15154989
490181000,1129 ST CLAIR AVE ,155240,15155808
43C055000,2137 TARLETON DR ,264703,15154922
43B071000,2218 BANBURY ST ,245500,15155019
43B064000,2204 BANBURY ST ,236100,15155044
47A033000,613 BEECHWOOD DR ,265545,15155343
43A022000,1702 GALLOWAY DR ,294400,15155117
43C027000,2236 BANBURY ST ,274600,15154968
470048700,930 MARSHALL ST ,449500,15155596
47A083000,1223 AGNESE ST ,259400,15155243
470028000,620 WATSON AVE ,364925,15155684
48A034000,1210 HOLMES AVE ,206000,15155702
43C041000,2239 BANBURY ST ,237800,15154943
43B102000,2204 GREENBRIER DR ,285600,15154981
42B107000,2013 GREENBRIER DR ,280700,15154984
440031500,108 WESTWOOD CIR ,265900,15155556
48A027000,1116 HOLMES AVE ,267165,15155723
47A038000,700 WILDER DR ,285000,15155322
450014000,1003 BIRDWOOD RD ,239800,15155513
470043100,1002 PARK ST ,265600,15155648
470030000,622 WATSON AVE ,293850,15155686
48A005000,1207 HOLMES AVE ,159800,15155705
47A122000,1246 HOLMES AVE ,212040,15155212
470053000,602 WILDER DR ,310200,15155449
43A007000,1319 KENWOOD LN ,344300,15155119
450016170,115 BIRDWOOD CT ,196100,15155585
440028110,1418 RUGBY AVE ,343500,15155399
47A064000,604 ELIZABETH AVE ,211935,15155249
480001000,701 NORTH AVE ,223000,15155531
470014000,1003 PARK ST ,447300,15155629
470047700,625 DAVIS AVE ,290450,15155642
480002600,1021 HOLMES AVE ,234800,15155433
47A017000,701 DELL LN ,256300,15155412
470002900,603 WILDER DR ,308970,15155440
43B008000,1403 LEHIGH CIR ,256200,15155074
450015000,1001 BIRDWOOD RD ,266200,15155526
470052300,613 NORTH AVE ,227000,15155489
47A032000,615 BEECHWOOD DR ,337300,15155346
47A025000,1032 COTTONWOOD RD ,288500,15155310
43A040000,1410 GROVE RD ,503816,15155158
48A026000,1114 HOLMES AVE ,241700,15155728
470051120,626 NORTH AVE ,214700,15155554
47A103000,1208 AGNESE ST ,220200,15155283
440018150,1417 RUTLEDGE AVE ,365408,15155315
48A041800,104 LOCUST LANE CT ,267700,15155726
490005000,1030 LOCUST AVE ,525300,15155878
480004000,1005 HOLMES AVE ,263945,15155515
48A011000,706 ELIZABETH AVE ,259300,15155715
47A028000,1031 COTTONWOOD RD ,385700,15155325
47A147000,705 WILDER DR ,244215,15155320
450016290,140 BIRDWOOD CT ,188100,15155589
480023000,1023 SHERIDAN AVE ,206500,15155810
450016600,137 BIRDWOOD CT ,167900,15155607
470051130,628 NORTH AVE ,214800,15155559
480020100,1012 HOLMES AVE ,219700,15155803
470051800,618 NORTH AVE ,276010,15155533
43B088000,2123 TARLETON DR ,283800,15154982
43B100000,2200 GREENBRIER DR ,292700,15154995
43A025000,1318 KENWOOD LN ,337900,15155136
43B070000,2216 BANBURY ST ,234600,15155027
48A038000,1218 HOLMES AVE ,203600,15155695
480048000,1021 ST CHARLES AVE ,240200,15155838
470052500,1005 ASHBY PL ,260300,15155476
470044000,1006 PARK ST ,276900,15155643
43B040000,1303 LESTER DR ,316100,15155089
43C042000,2138 TARLETON DR ,274500,15154932
48A041310,918 LOCUST LN ,221518,15155747
490176000,1136 ST CLAIR AVE ,158300,15155807
470002200,611 WILDER DR ,399500,15155375
43A002170,100 GROVER CT ,312300,15155169
470045110,905 MARSHALL ST ,314130,15155681
450021000,203 HILLCREST RD ,289900,15155626
450020000,0 HILLCREST RD ,70000,15155634
47A050000,700 ELIZABETH AVE ,204500,15155317
440028350,1430 WESTWOOD RD ,260100,15155470
48A012000,708 ELIZABETH AVE ,190000,15155719
440019000,1404 OXFORD RD ,352000,15155305
470002400,1206 CUTLER LN ,256500,15155376
430009000,1106 SHERWOOD RD ,548900,15155194
440020000,1400 OXFORD RD ,255800,15155307
480024000,1028 SHERIDAN AVE ,219925,15155819
480094100,1010 CALHOUN ST ,255800,15156007
490119000,0 COLEMAN ST ,385200,15155924
490116000,1250 RIVER RD ,311600,15155931
490228000,0 RIVER RD & COLEMAN ST ,619900,15156241
490200100,1108 LOCUST AVE ,205800,15156202
490200200,1106 LOCUST AVE ,205800,15156206
490054000,1217 RIVER VISTA AVE ,222300,15156121
500017000,1522 E HIGH ST ,331691,15156520
500018000,0 E HIGH ST ,97000,15156540
520181100,605 MALCOLM CRES ,302800,15156830
520181000,603 MALCOLM CRES ,293400,15156840
510033100,606 ST CHARLES AVE ,359500,15156472
490009120,1031 ST CLAIR AVE ,188312,15155928
490009101,1027 ST CLAIR AVE ,209100,15155943
490058000,912 COLEMAN ST ,266100,15156152
490026000,1014 ST CLAIR AVE ,210050,15156014
500059100,1415 HAZEL ST ,278880,15156529
500112000,518 MEADE AVE ,190100,15156651
500120000,509 CAROLINE AVE ,205100,15156669
490039000,1225 BELLEVIEW AVE ,313560,15156096
510159000,1201 POPLAR ST ,336200,15156524
500111000,522 MEADE AVE ,294400,15156647
480118000,910 MARTIN ST ,264000,15156084
480108000,932 LOCUST AVE ,577250,15156049
500044000,1430 E HIGH ST ,0,15156575
480078200,628 WATSON AVE ,276700,15156013
510121000,804 ST JAMES CIR ,292340,15156353
520172500,605 KELLY AVE ,282300,15156854
520010500,610 250 BYPASS ,312700,15156248
520175000,608 MALCOLM CRES ,438600,15156846
490226000,1312 RIVER RD ,218900,15156223
520134000,739 LEXINGTON AVE ,483000,15156775
490047000,1214 BELLEVIEW AVE ,293280,15156103
510179100,608 ORANGE ST ,187500,15156588
480093200,906-908 CALHOUN ST ,280200,15155948
520102000,670 EVERGREEN AVE ,1040200,15156793
500139000,522 CAROLINE AVE ,218575,15156652
510094100,841 ST CLAIR AVE ,403280,15156314
510114000,838 ST CLAIR AVE ,268800,15156333
510135600,818 VALLEY VIEW CIR ,248100,15156376
510169000,1314 POPLAR ST ,245000,15156602
510138000,1222 HAZEL ST ,292700,15156505
500031400,1407 GRACE ST ,246800,15156427
510113000,840 ST CLAIR AVE ,292884,15156324
520073000,677 EVERGREEN AVE ,453927,15156754
490063500,1220 RIVER VISTA AVE ,232272,15156147
490105000,1309 BELLEVIEW AVE ,593420,15156137
490106000,1001 RIVER RD ,1326672,15156146
490027600,1212 ST GEORGE AVE ,217624,15156065
520033000,713 CARGIL LN ,598200,15156701
490063900,1206 RIVER VISTA AVE ,208300,15156120
500031000,1423 GRACE ST ,219560,15156471
510135500,816 VALLEY VIEW CIR ,258700,15156377
490132000,1028 ST CLAIR AVE ,251800,15155949
520111000,622 EVERGREEN AVE ,618200,15156776
510063000,705 GROVE AVE ,279200,15156464
510184000,1201 SYCAMORE ST ,250100,15156592
520077000,706 LYONS COURT LN ,477500,15156736
520011000,711 LYONS AVE ,404963,15156258
500070400,1404 HAZEL ST ,301200,15156538
500069000,1400 HAZEL ST ,354000,15156521
530007000,332 PARKWAY ST ,710022,15156867
530129000,622 FARISH ST ,944482,15156868
510066000,700 LOCUST AVE ,709220,15156467
520088000,717 LYONS COURT LN ,663000,15156722
520066000,633 EVERGREEN AVE ,672545,15156756
520191000,0 NORTHWOOD AVE ,142500,15156767
520187000,0 WINE ST ,185800,15156794
510001000,864 ST CHARLES AVE ,214140,15156267
520099000,676 EVERGREEN AVE ,438900,15156773
510028100,708 ST CHARLES AVE ,450300,15156383
520016900,857 ST CHARLES AVE ,202380,15156269
520163000,909 SYCAMORE ST ,522545,15156884
520162000,605 ST CHARLES AVE ,355370,15156876
490101000,1300 BELLEVIEW AVE ,288448,15156144
490099000,1304 BELLEVIEW AVE ,192600,15156159
500071000,1408 HAZEL ST ,263700,15156543
490107000,1009 RIVER RD ,363600,15156158
490108000,1125-27 RIVER RD ,866033,15156128
490053000,1205 RIVER VISTA AVE ,224900,15156094
520141000,756 LEXINGTON AVE ,428235,15156744
500140000,520 CAROLINE AVE ,278227,15156655
520180000,607 MALCOLM CRES ,448800,15156823
490229400,1109 RIVER CT ,219600,15156198
490197000,1118 LOCUST AVE ,249340,15156190
490198000,1116 LOCUST AVE ,214100,15156193
510065000,701 GROVE AVE ,245300,15156489
490040100,1229 BELLEVIEW AVE ,260600,15156106
480077500,908 MARSHALL ST ,291800,15155977
500102000,1214 E HIGH ST ,200106,15156618
490030000,1203 BELLEVIEW AVE ,196900,15156052
480084000,929 LOCUST AVE ,486120,15156025
500070300,706 GILLESPIE AVE ,240140,15156556
520184100,614 PARK ST ,738900,15156831
510171000,1310 POPLAR ST ,197600,15156594
490202100,1102-B LOCUST AVE ,172700,15156220
510139000,1220 HAZEL ST ,272400,15156498
500004000,1320 RIVERDALE DR ,203500,15156381
520087000,711 LYONS COURT LN ,568400,15156719
490102100,1303 BELLEVIEW AVE ,246200,15156135
500125000,517 CAROLINE AVE ,207300,15156656
500124000,515 CAROLINE AVE ,207300,15156659
480082200,817 WATSON AVE A&B,262100,15156068
490132100,1026 ST CLAIR AVE ,245700,15155957
510137100,1217 HAZEL ST ,381000,15156448
510116000,828 ST CLAIR AVE ,334900,15156348
480077200,701 WATSON AVE ,474030,15156006
510049100,612 GROVE AVE ,380000,15156542
500128100,527 CAROLINE AVE ,219100,15156639
520017400,726 LYONS AVE ,367390,15156707
510104000,1202 LONG ST ,6500,15156323
510105000,1206 LONG ST ,6500,15156328
510106000,1210 LONG ST ,6500,15156331
510107000,1212 LONG ST ,6500,15156336
510108000,1214 LONG ST ,498500,15156340
500032700,1320 WILLOW DR ,232880,15156461
490027110,1007 COLEMAN ST ,239900,15156090
490135000,1038 ST CLAIR AVE ,253000,15155926
500049000,1509-11 E HIGH ST ,449824,15156532
510030100,700 ST CHARLES AVE ,350200,15156415
530213000,523 LEXINGTON AVE ,736060,15156877
530214000,519 LEXINGTON AVE ,407400,15156883
500087100,1329 E HIGH ST ,643446,15156600
490221000,1015 PEARTREE LN ,232700,15156216
520112000,616 EVERGREEN AVE ,885160,15156774
510075000,1029 HAZEL ST ,559936,15156374
500055000,1421 HAZEL ST ,254060,15156539
520006000,605 LYONS AVE ,615100,15156252
490234000,0 RIVER RD ,1254429,15156263
490235000,0 RIVER RD ,267000,15156273
490235100,0 OFF RIVER RD ,10400,15156302
510088100,823 ST CLAIR AVE ,400668,15156347
480077100,703 WATSON AVE ,537100,15156012
500012000,1601 LONG ST ,48200,15156417
490017000,1004 LOCUST AVE ,523440,15155964
510135900,824 VALLEY VIEW CIR ,241640,15156409
510147000,1214 HAZEL ST ,395160,15156475
520016000,725 LYONS AVE ,707200,15156264
480077130,919 ST CHARLES AVE ,325800,15155952
510089000,850 LOCUST AVE ,1158200,15156319
520103000,666 EVERGREEN AVE ,714500,15156799
500099000,1414 E HIGH ST ,545910,15156625
500093000,1328 E HIGH ST ,337533,15156628
500100000,1408 E HIGH ST ,135600,15156623
510158000,708 ST CLAIR AVE ,243500,15156507
520137000,747 LEXINGTON AVE ,386490,15156752
490226100,1310 RIVER RD ,236600,15156226
490055000,1223 RIVER VISTA AVE ,251200,15156132
500012100,0 LONG ST ,10300,15156416
530004000,601 PARK ST ,1569100,15156841
520129000,717 LEXINGTON AVE ,658621,15156805
520027000,608 LYONS AVE ,537480,15156682
510160000,1203 POPLAR ST ,247880,15156531
490233000,1176 RIVER RD ,1192542,15156255
500005200,1322 RIVERDALE DR ,278400,15156386
500048000,1429 HAZEL ST ,614457,15156560
500005100,1324 RIVERDALE DR ,278400,15156390
500019000,1551 E HIGH ST ,556294,15156455
500015000,1530 E HIGH ST ,142900,15156480
500016000,0 E HIGH ST ,188000,15156510
500053000,1427 HAZEL ST ,300535,15156552
520022000,712 LYONS AVE ,578100,15156693
500113000,516 MEADE AVE ,197000,15156654
480077180,916 MARSHALL ST ,488200,15155939
490110000,1139 RIVER RD ,764122,15156097
490075000,1207 LANDONIA CIR ,227600,15156169
510055000,711 ST CLAIR AVE ,240700,15156463
510180000,1200 POPLAR ST ,395200,15156568
490229900,1114 RIVER CT ,234200,15156191
490232000,1170 RIVER RD ,2260700,15156243
490040000,1227 BELLEVIEW AVE ,220300,15156100
520160100,609 ST CHARLES AVE ,402500,15156864
510069000,714 LOCUST AVE ,698280,15156431
500074000,1414 HAZEL ST ,237700,15156563
510001200,868 ST CHARLES AVE ,308900,15156271
500032200,1429 GRACE ST ,231400,15156497
520145000,746 LEXINGTON AVE ,421100,15156765
500024000,1319 RIVERDALE DR ,209640,15156410
510119100,808 ST JAMES CIR ,259400,15156362
490202200,1102-A LOCUST AVE ,158000,15156217
490066000,902 ST CLAIR AVE ,205500,15156149
520072000,675 EVERGREEN AVE ,569098,15156760
530219000,501 LEXINGTON AVE ,719100,15156915
480089000,957 LOCUST AVE ,365600,15155975
520036000,605 LYONS CT ,606500,15156727
490076000,1209 LANDONIA CIR ,253100,15156171
500062000,1401 HAZEL ST ,211320,15156509
520063000,606 LYONS CT ,603600,15156742
510038000,610 LOCUST AVE ,547700,15156530
510091100,831 ST CLAIR AVE ,330000,15156334
510090000,825 ST CLAIR AVE ,236640,15156339
520173000,711 FARISH ST ,321600,15156865
490053500,1215 RIVER VISTA AVE ,226500,15156118
510049000,608 GROVE AVE ,404480,15156561
520183000,540 PARK ST ,1457650,15156835
